timestamp,temperature,humidity
2025-08-31 18:50:09,18.9827307334515,53.67499467182959
2025-08-31 18:50:11,20.595751904406523,51.61454100103973
2025-08-31 18:50:13,18.255302614266455,46.53261897901586
2025-08-31 18:50:15,21.562512747869615,52.19422393021954
2025-08-31 18:50:17,18.20912750358406,53.96006705594028
2025-08-31 18:50:19,21.393693825887794,52.59893269387829
2025-08-31 18:50:21,20.29107416668429,48.65848520714684
2025-08-31 18:50:23,20.60620532685187,45.92499366740297
2025-08-31 18:50:25,21.141383817612436,45.780626980925355
2025-08-31 18:50:27,21.41624996778779,52.56439562737609
2025-08-31 18:50:29,20.07393977272603,48.86143222868031
2025-08-31 18:50:31,18.8877994231208,54.12027818478309
2025-08-31 18:50:34,20.34513837906263,48.785920437764084
2025-08-31 18:50:36,18.53307042410355,51.25569942680098
2025-08-31 18:50:38,19.021397483454297,45.46684611233548
2025-08-31 18:50:40,21.321458039047165,49.59982336391626
2025-08-31 18:50:42,18.18334957813734,52.90241742880971
2025-08-31 18:50:44,20.364075583223567,54.49551667855733
2025-08-31 18:50:46,21.06578991755475,53.236140302277164
2025-08-31 18:50:48,21.382414036640817,50.014990032870344
2025-08-31 18:50:50,21.145638148172324,45.011491502350786
2025-08-31 18:50:52,18.557981690456188,52.460829605567184
2025-08-31 18:50:54,21.844131557686183,50.217299703345226
2025-08-31 18:50:56,18.751043759919813,54.20271893441894
2025-08-31 18:50:58,21.22697893687574,49.45210626116238
2025-08-31 18:51:00,18.50984472192254,45.79780805270336
2025-08-31 18:51:02,20.231641168438287,52.19915183753638
2025-08-31 18:51:04,21.3319799819332,53.841003597980915
2025-08-31 18:51:08,21.720456371572652,53.699962938336334
2025-08-31 18:51:10,19.367025710300304,54.93666742954011
2025-08-31 18:51:12,20.610869393306842,46.45740672301392
2025-08-31 18:51:14,20.931165771218378,49.13267945896089
2025-08-31 18:51:16,19.671799230486712,51.34957619904818
2025-08-31 18:51:18,21.763414155791985,49.3963699023744
2025-08-31 18:51:20,20.22180350221072,53.29509912332776
2025-08-31 18:51:22,18.38688088188364,53.04083813874786
2025-08-31 18:51:24,18.035271374055316,54.44592745024494
2025-08-31 18:51:26,18.01938528160496,54.44290490601915
2025-08-31 18:51:28,21.094545482496855,50.81489541132339
2025-08-31 18:51:30,21.926208790305893,45.829787225672916
